customer_id,first_name,last_name,gender,dob,email,phone,city,segment,kyc_status,created_at
CUST0000019,Harita,Khalsa,F,1985-06-03,yauvani69@example.com,+915793723939,Chennai,Retail,Pending,2022-05-15
CUST0000020,Daksh,Varghese,M,1976-08-03,wahab75@example.com,+910517301719,Mumbai,Retail,Verified,2023-05-05
CUST0000021,Omisha,Bhatia,F,1960-10-26,vedhika20@example.org,2757520751,Delhi,Retail,Verified,2022-07-05
CUST0000022,Nidhi,Bassi,F,1970-04-30,qsachdev@example.net,6910238007,Chennai,Retail,Pending,2025-11-29
CUST0000023,Gautami,Batra,M,2003-06-25,nkohli@example.com,00621850949,Kolkata,HNI,Pending,2023-05-24
CUST0000024,Aarush,Prakash,F,1986-04-03,siddharth78@example.net,+912152985895,Delhi,Retail,Verified,2021-12-25
CUST0000025,Yuvraj,Pandit,F,1960-04-21,ugala@example.org,+910679041787,Ahmedabad,Retail,Verified,2023-10-30
CUST0000026,Arya,Walia,M,1984-05-31,mitalishani@example.net,06882281781,Kolkata,Retail,Pending,2026-01-29
CUST0000027,Aayush,Patla,F,1996-03-24,chanchalsandhu@example.org,5633292668,Jaipur,Premium,Pending,2025-03-01
CUST0000028,George,Bhatt,F,1991-04-12,ekalingaraj@example.org,3334179451,Pune,Retail,Verified,2025-01-01
CUST0000029,Charvi,Deep,F,1974-11-29,lakshitahluwalia@example.com,+916805479383,Chennai,Corporate,Pending,2022-06-21
CUST0000030,Aarush,Pau,F,1952-11-22,krisharjun@example.org,5183264239,Pune,Corporate,Verified,2021-09-07
CUST0000031,Harshil,Sridhar,F,1981-07-12,vanya79@example.org,06597998384,Chennai,HNI,Failed,2024-06-20
CUST0000032,Chatresh,Krishnamurthy,M,1993-09-28,mitraleena@example.com,8825125963,Kolkata,Retail,Verified,2023-07-20
CUST0000033,Anika,Dhaliwal,M,1981-08-13,sanayagrover@example.org,9404500270,Jaipur,Retail,Verified,2025-06-10
CUST0000034,Ishita,Ram,M,1957-12-30,jhalak06@example.com,07761573115,Bangalore,HNI,Verified,2025-04-14
CUST0000035,Ekiya,Nayak,M,1996-02-20,rupadhyay@example.net,+918839279337,Bangalore,Premium,Pending,2022-10-15
CUST0000036,Dalaja,Grewal,M,1983-11-07,ypanchal@example.com,08878451605,Delhi,HNI,Verified,2022-04-24
CUST0000037,Ria,Rana,F,1987-07-26,uhalder@example.com,06618017979,Mumbai,Retail,Verified,2023-10-10
CUST0000038,Manya,Kakar,M,1993-04-28,krishagola@example.org,0775883153,Mumbai,Retail,Verified,2022-04-16
CUST0000039,Hemangini,Bahri,M,1957-05-23,kavya04@example.net,09630419109,Bangalore,Retail,Verified,2021-06-21
CUST0000040,Samaksh,Rout,M,1996-06-28,nidhipillay@example.net,6795758071,Kolkata,Premium,Verified,2022-04-28
CUST0000041,Aarini,Bhatia,F,1985-06-24,devkade@example.org,+914820339958,Jaipur,Premium,Verified,2021-10-03
CUST0000042,Lakshit,Narasimhan,M,1953-01-06,anikaratta@example.org,0860439319,Delhi,Retail,Verified,2021-09-13
CUST0000043,Osha,Boase,F,1999-09-24,xthaker@example.org,+912344632329,Kolkata,Retail,Verified,2021-05-13
CUST0000044,Vasana,Bava,M,1997-06-11,vlad@example.net,+912219780868,Mumbai,Retail,Verified,2022-08-15
CUST0000045,Mohammed,Anne,M,1978-11-20,uppalharita@example.org,8033385869,Delhi,Premium,Verified,2024-09-20
CUST0000046,Anmol,Mand,M,1965-02-08,chaudryharsh@example.org,8314399270,Pune,Retail,Verified,2021-06-25
CUST0000047,Eshana,Badami,M,1995-08-02,michael40@example.net,07368733991,Hyderabad,Retail,Verified,2023-10-08
CUST0000048,Krishna,Kanda,F,1990-12-24,reyansh32@example.com,04133764721,Ahmedabad,Retail,Verified,2022-09-02
CUST0000049,Geetika,Ghose,M,1972-05-11,brijesh51@example.net,09364181064,Delhi,Retail,Verified,2022-12-07
CUST0000050,Samarth,Murthy,F,1979-09-08,ekansh51@example.org,+911230512317,Mumbai,HNI,Verified,2021-09-29
CUST0000051,Nirja,Chatterjee,M,1963-02-23,settyzehaan@example.com,+917436620199,Kolkata,Premium,Verified,2025-04-24
CUST0000052,Aahana,Lanka,M,1960-01-21,hahluwalia@example.com,+910403586440,Pune,Premium,Verified,2023-11-13
CUST0000053,Yashvi,Dube,M,1988-05-06,palimaran@example.net,00622382284,Ahmedabad,Premium,Verified,2024-09-21
CUST0000054,Kamya,Dubey,M,1986-02-10,bandisuhani@example.com,5715950228,Ahmedabad,Retail,Verified,2022-09-13
CUST0000055,Aarush,Guha,F,1976-06-01,nbedi@example.org,1963378621,Delhi,Premium,Verified,2024-11-11
CUST0000056,Oliver,Sachdev,M,2007-03-19,manan25@example.com,+918479771303,Ahmedabad,Corporate,Verified,2023-02-12
CUST0000057,Rushil,Bahri,M,1970-09-23,advik81@example.net,3055557603,Pune,Premium,Pending,2025-04-25
CUST0000058,Garima,Lall,M,1957-11-23,qbala@example.com,00856189855,Jaipur,Retail,Verified,2021-11-14
CUST0000059,Sudiksha,Bhasin,M,1985-01-22,kchada@example.org,6996291514,Kolkata,Premium,Verified,2023-10-05
CUST0000060,Noah,Chana,F,1991-08-27,charles26@example.com,07862359497,Delhi,HNI,Verified,2024-11-04
CUST0000061,Shaurya,Parekh,F,2004-05-28,mannansachi@example.com,02404094495,Ahmedabad,Retail,Pending,2022-12-24
CUST0000062,Vrishti,Biswas,M,1955-11-14,gaurang47@example.org,07609941765,Jaipur,Retail,Verified,2025-04-08
CUST0000063,Eta,Sekhon,Other,1953-11-21,gandhiwazir@example.net,08538511430,Kolkata,HNI,Pending,2025-08-15
CUST0000064,Rudra,Chanda,M,2004-11-28,adoshi@example.com,+915144038015,Chennai,HNI,Verified,2023-10-11
CUST0000065,Faris,Murthy,Other,2005-04-14,hsankaran@example.org,+914193710869,Jaipur,Retail,Verified,2021-07-09
CUST0000066,Shivansh,Saha,M,1963-03-26,kkrishnan@example.org,+910330248006,Chennai,Retail,Verified,2022-08-24
CUST0000067,Yochana,Bhasin,M,1981-03-25,anya41@example.net,06575370216,Chennai,Retail,Verified,2023-01-11
CUST0000068,Hredhaan,Sarna,M,1952-05-04,advik62@example.net,07750875881,Jaipur,Retail,Verified,2021-05-19
CUST0000069,Anay,Ranganathan,F,1989-04-17,chasmumsathe@example.com,00990609175,Ahmedabad,HNI,Verified,2024-04-30
CUST0000070,Kalpit,Konda,F,2007-09-30,ishwar43@example.net,+912311877540,Chennai,Retail,Verified,2022-08-17
CUST0000071,Vaishnavi,Sengupta,F,1977-12-02,ekale@example.com,3918590244,Ahmedabad,Retail,Pending,2021-06-26
CUST0000072,Ranveer,Kibe,M,1977-03-31,harinakshi30@example.org,00810895845,Ahmedabad,HNI,Verified,2023-05-10
CUST0000073,Keya,Munshi,F,1957-05-03,obalan@example.net,7243706642,Kolkata,Retail,Verified,2023-10-24
CUST0000074,Theodore,Lad,F,1963-03-02,ydua@example.net,+918619371885,Lucknow,Premium,Pending,2023-10-11
CUST0000075,Aahana,Narayan,M,2004-08-06,krisha43@example.org,+915869819921,Pune,Retail,Verified,2022-11-24
CUST0000076,Adweta,Vig,M,1983-02-04,yutika49@example.net,+914253341005,Ahmedabad,Premium,Verified,2023-02-12
CUST0000077,Yashodhara,Rege,M,1956-10-09,laksh22@example.net,+918102507735,Kolkata,Corporate,Verified,2022-11-11
CUST0000078,Wyatt,Upadhyay,F,1957-11-07,solankifitan@example.org,9895297927,Hyderabad,Retail,Verified,2022-10-21
CUST0000079,Gaurang,Mani,M,1990-10-18,dalbir21@example.net,9879111930,Chennai,Premium,Pending,2022-09-28
CUST0000080,Vritti,Borah,Other,1994-11-03,kundaupadhriti@example.org,+916194726346,Delhi,Corporate,Verified,2024-10-25
CUST0000081,Arin,Warrior,M,1973-09-02,vyaslogan@example.org,0541784911,Ahmedabad,Corporate,Verified,2026-02-13
CUST0000082,Reyansh,Chowdhury,F,1977-09-14,spathak@example.net,6959552196,Jaipur,Retail,Verified,2023-01-08
CUST0000083,Joshua,Mutti,F,1952-01-02,harishbadal@example.org,03175508254,Chennai,Retail,Verified,2021-07-08
CUST0000084,Rayaan,Chakrabarti,M,1958-11-05,klanka@example.net,+917286962422,Chennai,Retail,Pending,2025-05-02
CUST0000085,Max,Sundaram,F,1969-04-01,hsengupta@example.org,6834361959,Hyderabad,Retail,Verified,2021-07-25
CUST0000086,Veer,Pillai,F,1993-10-12,xsinghal@example.com,7402806498,Delhi,Retail,Verified,2021-03-18
CUST0000087,Rachita,Dar,F,1999-03-18,chaman32@example.com,04585691021,Kolkata,Retail,Failed,2024-01-08
CUST0000088,Mekhala,Rana,M,1979-12-13,umangben@example.com,4855990836,Hyderabad,Premium,Verified,2023-06-18
CUST0000089,Shivani,Prabhakar,M,1983-03-06,,8961108887,Pune,Retail,Verified,2026-03-07
CUST0000090,Manan,Nanda,F,1952-10-03,bbadami@example.com,09449061026,Chennai,HNI,Verified,2022-06-08
CUST0000091,Prisha,Kashyap,F,1984-02-12,sainiudarsh@example.org,03034125336,Ahmedabad,Premium,Verified,2025-12-13
CUST0000092,Anirudh,Badami,M,2006-03-11,pchatterjee@example.com,02902708063,Ahmedabad,Retail,Verified,2025-10-04
CUST0000093,Yatan,Reddy,M,1982-09-09,hritikjoshi@example.com,+911818024994,Hyderabad,Retail,Verified,2024-11-10
CUST0000094,Vrinda,Kunda,F,1992-11-18,gautami03@example.org,09883471307,Pune,Premium,Verified,2025-09-25
CUST0000095,Benjamin,Chandran,M,1992-05-08,ocherian@example.org,6718830637,Bangalore,Retail,Verified,2022-07-28
CUST0000096,Mohammed,Varma,F,1971-11-09,sanya05@example.com,4581625583,Mumbai,Retail,Verified,2023-03-27
CUST0000097,Aditya,Korpal,F,1994-02-06,chameli19@example.org,5280275310,Jaipur,HNI,Verified,2021-03-23
CUST0000098,Darpan,Sur,F,2007-01-22,thomas35@example.com,+919836031949,Jaipur,Retail,Verified,2023-08-21
CUST0000099,Hitesh,Dugal,F,1954-03-19,etagarde@example.org,+910010837245,Bangalore,HNI,Pending,2025-06-01
CUST0000100,Suhani,Kaur,M,1976-07-19,hredhaan84@example.net,1881385689,Chennai,HNI,Pending,2025-11-05
CUST0000101,Damyanti,Nayak,F,1988-12-07,qkhanna@example.org,8856807062,Kolkata,Retail,Verified,2025-03-26
CUST0000102,Nandini,Raval,F,1993-02-04,swaminathansai@example.org,05677384905,Delhi,Premium,Pending,2024-06-19
CUST0000103,Amara,Mangat,M,1983-12-09,ebuch@example.com,+915475299271,Bangalore,Retail,Verified,2024-01-03
CUST0000104,Jasmit,Bedi,M,1955-12-08,bajwafariq@example.com,2782141929,Pune,HNI,Verified,2021-03-30
CUST0000105,Anya,Vig,Other,2006-05-26,lnath@example.org,3613196423,Ahmedabad,Premium,Verified,2023-10-10
CUST0000106,Raghav,Korpal,F,1961-04-05,ekantikamann@example.net,+915454743574,Mumbai,Retail,Verified,2022-03-29
CUST0000107,Indali,Srivastava,M,1975-07-10,shayer@example.com,+915394298827,Chennai,Retail,Verified,2024-01-07
CUST0000108,Quincy,Mander,Other,1999-03-28,daksha40@example.net,04397816497,Mumbai,Premium,Verified,2024-04-05
CUST0000109,Mohini,Sura,Other,1980-10-30,rsarkar@example.com,3580120258,Delhi,Retail,Verified,2023-08-22
CUST0000110,Andrew,Walla,F,1988-03-23,binabatra@example.com,+914643305610,Ahmedabad,Corporate,Verified,2025-07-02
CUST0000111,Sanaya,Kala,F,1974-10-18,dayitadin@example.org,00473862270,Pune,Retail,Verified,2023-01-06
CUST0000112,Bhavika,Dani,M,1975-02-20,nihal74@example.org,1112219535,Jaipur,Retail,Verified,2025-01-10
CUST0000113,Darsh,Raval,M,1972-11-13,mekhala28@example.net,+910435099150,Delhi,Retail,Verified,2025-10-01
CUST0000114,Yutika,Puri,F,1999-05-13,naveengole@example.net,+910494990216,Bangalore,Premium,Verified,2021-12-23
CUST0000115,Aashi,Jhaveri,F,1992-02-18,kapte@example.com,05046514711,Jaipur,Premium,Verified,2022-02-04
CUST0000116,Gunbir,Dutta,F,1972-02-22,lalfalguni@example.net,6301747468,Jaipur,Retail,Verified,2025-02-05
CUST0000117,Dalbir,Chopra,M,1977-04-17,nilimakarnik@example.net,+918480583271,Pune,Premium,Verified,2022-07-04
CUST0000118,Dev,Varty,F,1963-08-29,sarthakshetty@example.com,03101235720,Bangalore,Premium,Pending,2023-07-18
CUST0000119,Bachittar,Dhar,F,1998-07-18,gmangal@example.net,+912308032258,Hyderabad,Retail,Verified,2022-04-09
CUST0000120,Yamini,Ghosh,F,1993-05-26,shanwilliam@example.com,+915319151526,Delhi,Retail,Verified,2023-07-25
CUST0000121,Aditya,Soni,F,1955-10-23,nsami@example.net,+914998119193,Kolkata,Retail,Pending,2026-01-29
CUST0000122,Yatan,Bhattacharyya,F,2006-08-15,khalsadhruv@example.com,+912949870878,Lucknow,Retail,Failed,2021-07-29
CUST0000123,Bahadurjit,Subramaniam,F,2007-06-13,sethbhavani@example.org,+914901527134,Ahmedabad,Retail,Verified,2025-05-17
CUST0000124,Mitali,Sarraf,M,1993-06-01,ykalita@example.org,+918817173227,Pune,HNI,Verified,2025-04-12
CUST0000125,Anika,Sampath,F,1992-09-17,natarajanraghav@example.org,05510288360,Ahmedabad,Corporate,Verified,2023-10-09
CUST0000126,Lajita,Bahri,Other,1958-09-11,waidachhabra@example.org,06085983578,Delhi,Retail,Verified,2023-07-07
CUST0000127,Forum,Halder,M,1956-09-06,amaster@example.org,09517231702,Bangalore,Retail,Verified,2021-10-11
CUST0000128,Orinder,Hegde,M,2005-10-31,jeremiah29@example.com,6774943138,Kolkata,Retail,Verified,2024-12-31
CUST0000129,Oni,Srinivas,M,1972-10-01,upkaar60@example.org,+910509868430,Lucknow,Premium,Verified,2023-06-26
CUST0000130,Guneet,Varma,M,1985-09-18,kundarachita@example.org,03429439591,Mumbai,Retail,Verified,2025-02-22
CUST0000131,Chakradev,Morar,Other,1980-06-10,rakshagulati@example.org,3624108122,Kolkata,Premium,Verified,2023-10-24
CUST0000132,Chaitanya,Sidhu,M,1984-10-17,aarini10@example.org,+916089959732,Pune,Retail,Failed,2025-08-31
CUST0000133,Lakshit,Rastogi,M,1962-09-06,noriabha@example.com,4752591288,Ahmedabad,Premium,Failed,2021-06-30
CUST0000134,Watika,Taneja,M,1982-04-15,udarshvarkey@example.org,+916403463975,Kolkata,Retail,Verified,2024-11-05
CUST0000135,Kritika,Contractor,M,2006-03-21,unni43@example.net,+918277974448,Chennai,Retail,Verified,2023-11-25
CUST0000136,Nisha,Jaggi,M,1972-01-18,rpradhan@example.net,+912181477082,Bangalore,Retail,Pending,2025-01-28
CUST0000137,Bachittar,Sarraf,F,1989-06-22,sinhajagrati@example.com,00654654165,Bangalore,Retail,Verified,2025-02-12
CUST0000138,Ayush,Sachdev,F,1997-05-09,amandal@example.com,0951395039,Chennai,HNI,Verified,2022-05-24
CUST0000139,Ikbal,Sinha,M,1950-04-12,mugdha66@example.com,+918586309008,Jaipur,Retail,Verified,2024-03-14
CUST0000140,Chandani,Comar,F,1975-09-26,dlata@example.net,+912672631704,Jaipur,Retail,Verified,2025-12-16
CUST0000141,Vidhi,Tella,F,1993-06-01,qvenkatesh@example.net,08244506064,Delhi,HNI,Verified,2022-03-17
CUST0000142,Teerth,Sundaram,F,1973-08-17,jairaj96@example.net,09197448038,Hyderabad,Retail,Pending,2025-05-30
CUST0000143,Yauvani,Verma,M,1990-04-28,vasudha24@example.net,02883929356,Mumbai,Retail,Verified,2024-01-31
CUST0000144,Radha,Tara,F,1973-03-11,memonchandresh@example.com,05741576858,Chennai,HNI,Pending,2025-03-05
CUST0000145,Reyansh,Hayer,Other,1995-08-15,ramakrishnanchatura@example.org,+915564307030,Delhi,Premium,Verified,2024-07-08
CUST0000146,Darika,Subramanian,M,1957-02-16,nisha78@example.com,02392085113,Ahmedabad,Retail,Verified,2025-09-15
CUST0000147,Nidra,Sodhi,F,1964-03-14,ranbirdasgupta@example.net,05326344690,Chennai,Premium,Verified,2021-07-05
CUST0000148,Jonathan,Baria,M,1970-01-22,warinder14@example.net,7742913535,Hyderabad,Premium,Verified,2022-05-15
CUST0000149,Jagvi,Kara,M,2003-12-31,meghabumb@example.com,04188630655,Chennai,Retail,Verified,2021-03-20
CUST0000150,George,Palla,F,1951-12-09,goeltanvi@example.com,00423105801,Hyderabad,Premium,Pending,2022-07-19
CUST0000151,Hardik,Goyal,F,1999-11-30,rkaran@example.org,01718687428,Hyderabad,Premium,Verified,2022-08-16
CUST0000152,Dhruv,Sachar,F,1960-03-06,balveersuresh@example.org,2827029629,Hyderabad,Corporate,Verified,2024-03-29
CUST0000153,Kevin,Om,M,1954-12-05,esarraf@example.org,6434237690,Bangalore,Corporate,Verified,2021-12-17
CUST0000154,Atharv,Rege,M,1955-11-16,bbaral@example.com,00124081165,Kolkata,Retail,Pending,2023-01-15
CUST0000155,Michael,Mukherjee,F,1986-03-06,vedant81@example.com,7880846928,Bangalore,Retail,Verified,2022-03-21
CUST0000156,Rishi,Borah,F,1970-11-12,,+912171926702,Delhi,Retail,Verified,2022-03-22
CUST0000157,Shivani,Hans,M,1981-01-09,sudiksha53@example.com,01005208637,Bangalore,Retail,Verified,2025-05-03
CUST0000158,Vaishnavi,Dhar,Other,1973-09-30,vaishnavi20@example.net,00351101762,Bangalore,Retail,Verified,2021-06-28
CUST0000159,Nimrat,Narang,M,1952-09-24,charan18@example.net,00196083829,Ahmedabad,Premium,Verified,2024-06-05
CUST0000160,Nidhi,Dani,M,1961-05-31,sanayawalia@example.org,2377202386,Chennai,Retail,Pending,2021-04-08
CUST0000161,Bhavna,Chokshi,F,1987-11-03,enagarajan@example.net,07800770514,Bangalore,Retail,Verified,2021-07-09
CUST0000162,Noah,Muni,F,1985-12-24,omisha52@example.org,02547392467,Lucknow,Premium,Verified,2025-06-05
CUST0000163,Finn,Ratti,Other,2005-12-12,ekta55@example.org,+919792464366,Hyderabad,Premium,Pending,2024-08-04
CUST0000164,Yahvi,Sarna,M,2002-03-25,shenoyrushil@example.org,09515010049,Chennai,Premium,Pending,2022-09-23
CUST0000165,Manbir,Parekh,F,1950-06-24,vyasbaghyawati@example.org,+916096032554,Jaipur,Retail,Verified,2021-10-20
CUST0000166,Vinaya,Acharya,F,1968-10-08,faras60@example.org,+918647600846,Ahmedabad,Premium,Verified,2025-03-11
CUST0000167,Wazir,Mitter,Other,1953-02-13,chandrandavid@example.com,05496347920,Kolkata,HNI,Failed,2023-11-01
CUST0000168,Nisha,Setty,M,1986-08-20,dakshesh19@example.org,2901426918,Ahmedabad,Retail,Verified,2022-03-13
CUST0000169,Lohit,Talwar,M,1959-09-11,tiwarichakrika@example.org,+917836266172,Hyderabad,Retail,Pending,2026-01-02
CUST0000170,Kiaan,Ramesh,M,2003-09-08,kagarwal@example.org,6800087886,Chennai,Corporate,Verified,2021-08-09
CUST0000171,Benjamin,Bera,M,1979-04-29,kbaral@example.net,0855384005,Kolkata,Retail,Verified,2025-10-22
CUST0000172,Dominic,Ramaswamy,M,1984-06-09,hraman@example.org,08980613494,Mumbai,Retail,Verified,2021-09-07
CUST0000173,Hemangini,Kaul,M,1989-08-21,npatla@example.net,3929015369,Pune,Retail,Pending,2024-01-08
CUST0000174,Kai,Date,M,1982-10-09,faqidsur@example.net,1058078544,Ahmedabad,Retail,Failed,2023-01-30
CUST0000175,Guneet,Dugar,F,1954-01-24,adya42@example.org,09637756401,Kolkata,Retail,Verified,2025-08-05
CUST0000176,Vivaan,Kapadia,F,1960-11-15,aryanisha@example.net,3732091488,Delhi,Retail,Verified,2025-12-04
CUST0000177,Yug,Hari,M,1964-10-12,darikacheema@example.com,09743718451,Kolkata,Retail,Verified,2021-09-16
CUST0000178,Chameli,Brahmbhatt,M,1956-09-26,shivanshraghavan@example.org,8368642711,Pune,Retail,Verified,2024-03-02
CUST0000179,Leena,Buch,F,1970-03-08,valazashil@example.org,04494252571,Hyderabad,Premium,Verified,2026-03-03
CUST0000180,George,Modi,M,2002-05-22,khannadipta@example.net,+912434210454,Chennai,Corporate,Pending,2021-10-10
CUST0000181,Vrishti,Bassi,M,2005-01-04,rhegde@example.org,+911754591779,Mumbai,Retail,Verified,2022-12-30
CUST0000182,Chanakya,Morar,M,2007-02-18,malhotraluke@example.net,08973983321,Delhi,Premium,Verified,2025-04-19
CUST0000183,Mitesh,Dara,M,1974-08-07,skant@example.org,8728211790,Kolkata,Retail,Verified,2023-07-04
CUST0000184,Warda,Jha,F,2002-10-03,tyohannan@example.com,00641573857,Lucknow,Retail,Verified,2021-06-21
CUST0000185,Yochana,Dutta,M,1954-08-01,rachanasane@example.net,+918485545354,Bangalore,Corporate,Verified,2025-05-16
CUST0000186,Maya,Kala,F,1974-01-12,ajaggi@example.org,9552273053,Hyderabad,Retail,Pending,2025-09-20
CUST0000187,Gauri,Yogi,F,2004-10-21,nathaniel80@example.org,+911113838095,Ahmedabad,Retail,Verified,2025-01-19
CUST0000188,Krishna,Agarwal,M,1968-02-05,urvashi88@example.com,6884821850,Ahmedabad,Retail,Verified,2025-01-13
CUST0000189,Vasudha,Sem,M,1962-11-05,dassnaveen@example.org,+918839508659,Pune,Premium,Pending,2023-01-21
CUST0000190,Fitan,Mani,M,1954-06-16,abahri@example.org,9027489178,Hyderabad,Retail,Pending,2025-09-12
CUST0000191,Charles,Batta,F,1983-11-02,sanya92@example.org,+917038448445,Delhi,Retail,Verified,2024-03-23
CUST0000192,Samuel,Master,M,1998-03-15,munilekha@example.org,06979545729,Jaipur,Premium,Verified,2024-02-02
CUST0000193,Hamsini,Char,M,2006-06-02,gchoudhary@example.com,08752010342,Mumbai,Retail,Verified,2024-10-26
CUST0000194,Yauvani,Mani,F,1957-11-30,edwinveda@example.com,+911845282352,Delhi,Retail,Verified,2024-01-14
CUST0000195,Gabriel,Bhattacharyya,M,1994-12-02,gaurilanka@example.net,+910817798538,Mumbai,Retail,Verified,2024-10-23
CUST0000196,Lucky,Srinivas,M,1983-09-19,tanveerkota@example.com,+915547067276,Chennai,Retail,Verified,2021-06-21
CUST0000197,Mugdha,Chopra,M,2006-12-09,,07381298935,Chennai,Retail,Verified,2025-05-11
CUST0000198,Advika,Dasgupta,M,1973-07-22,arjun97@example.com,3868051400,Hyderabad,Premium,Pending,2024-09-30
CUST0000199,Gaurang,Guha,F,1983-07-01,idikawalla@example.com,+917787272685,Hyderabad,Premium,Verified,2022-09-24
CUST0000200,Wazir,Chowdhury,M,1973-05-23,oscarborde@example.com,07757943442,Ahmedabad,Retail,Failed,2025-07-26
CUST0000201,Lavanya,Chaudhry,F,1993-03-15,meghana04@example.com,09868736435,Bangalore,Retail,Pending,2024-06-15
CUST0000202,Azaan,Barad,M,1955-12-17,darakamya@example.com,2836590391,Pune,Retail,Verified,2022-05-19
CUST0000203,Arjun,Kanda,F,2007-01-15,harish05@example.net,+918172079694,Bangalore,Retail,Verified,2024-08-02
CUST0000204,Zinal,Ramesh,M,1989-07-08,mbail@example.org,+919058211039,Delhi,Retail,Verified,2025-01-21
CUST0000205,Nihal,Memon,M,1977-03-02,neel30@example.org,+918449187785,Ahmedabad,Retail,Verified,2024-12-26
CUST0000206,Samarth,Bhalla,Other,1968-12-11,indrajit94@example.org,+915305158946,Mumbai,Retail,Verified,2024-06-11
CUST0000207,Raksha,Dyal,F,1978-04-03,chasmum43@example.net,+911292605919,Jaipur,Retail,Verified,2026-02-19
CUST0000208,Oni,Karnik,F,1996-01-24,gabrielchand@example.net,+911450386664,Kolkata,Retail,Pending,2021-07-06
CUST0000209,Chakradhar,Sandal,M,2002-08-25,memonhritik@example.net,+911882155987,Lucknow,Retail,Verified,2021-05-09
CUST0000210,Vivaan,Contractor,M,1998-07-04,balendraissac@example.com,00115710087,Chennai,Retail,Pending,2023-12-12
CUST0000211,Chameli,Madan,M,1962-06-22,lpingle@example.com,+912437526363,Bangalore,Retail,Verified,2025-11-22
CUST0000212,Varsha,Karan,F,1981-04-21,ira24@example.net,01035849915,Pune,Premium,Verified,2023-03-22
CUST0000213,Radha,Pant,M,1996-06-27,bmann@example.org,7658131024,Jaipur,Retail,Verified,2026-02-19
CUST0000214,Kala,Balay,F,1980-12-27,mannveda@example.com,0976039668,Jaipur,Retail,Verified,2023-01-18
CUST0000215,Ethan,Babu,M,1988-12-25,subramaniamaditya@example.org,3834199177,Chennai,Retail,Verified,2023-06-14
CUST0000216,Benjamin,Chauhan,Other,1982-02-20,ibhavsar@example.com,07078552097,Lucknow,Retail,Verified,2023-10-05
CUST0000217,Udant,Patel,M,1990-05-06,nandinimahajan@example.com,03515943985,Hyderabad,Premium,Verified,2023-12-18
CUST0000218,Brijesh,Atwal,F,2007-12-25,pkrishna@example.com,05621965866,Jaipur,Corporate,Verified,2022-10-06
CUST0000219,Farhan,Mannan,M,1972-08-07,kallayashvi@example.org,+915891854893,Delhi,Retail,Verified,2021-09-14
CUST0000220,Falguni,Bala,M,1952-04-18,garima04@example.org,1012267280,Delhi,Premium,Verified,2022-03-26
CUST0000221,Elijah,Pingle,F,1989-04-14,vamakshisem@example.net,04919517101,Hyderabad,Retail,Verified,2023-09-01
CUST0000222,Tanay,Sharma,M,1981-11-23,kalemanya@example.com,+916834166673,Mumbai,Retail,Verified,2023-11-28
CUST0000223,Dev,Chakraborty,M,1970-05-05,ubala@example.org,+915359746348,Ahmedabad,Retail,Verified,2025-10-13
